killing previous experiments...
initializing cxl memory...
I0913 22:21:43.800396 80727 bench_tpcc.cpp:71] WAL Group Commiting off. Log to file _non_group_commit.txt using Blackhole Logger
I0913 22:21:43.800441 80727 Database.h:166] creating hash tables for database...
I0913 22:21:43.805200 80727 Database.h:146] warehouse initialization finished in 0 milliseconds.
I0913 22:21:43.805351 80727 Database.h:146] district initialization finished in 0 milliseconds.
I0913 22:21:43.936468 80727 Database.h:146] customer initialization finished in 131 milliseconds.
I0913 22:21:43.953995 80727 Database.h:146] customer_name_idx initialization finished in 17 milliseconds.
I0913 22:21:44.021612 80727 Database.h:146] item initialization finished in 67 milliseconds.
I0913 22:21:44.302776 80727 Database.h:146] stock initialization finished in 281 milliseconds.
I0913 22:21:44.350594 80727 CXLMemory.h:40] cxlalloc initialized for thread 0 (global ID = 0) on host 0
I0913 22:21:44.350610 80727 Coordinator.h:42] Coordinator initializes 2 workers.
I0913 22:21:44.350841 80727 MPSCRingBuffer.h:34] entry_struct_size: 8192 entry_num: 4096
I0913 22:21:44.359946 80727 MPSCRingBuffer.h:34] entry_struct_size: 8192 entry_num: 4096
I0913 22:21:44.369020 80727 MPSCRingBuffer.h:34] entry_struct_size: 8192 entry_num: 4096
I0913 22:21:44.378136 80727 MPSCRingBuffer.h:34] entry_struct_size: 8192 entry_num: 4096
I0913 22:21:44.387351 80727 MPSCRingBuffer.h:34] entry_struct_size: 8192 entry_num: 4096
I0913 22:21:44.396521 80727 MPSCRingBuffer.h:34] entry_struct_size: 8192 entry_num: 4096
I0913 22:21:44.405709 80727 MPSCRingBuffer.h:34] entry_struct_size: 8192 entry_num: 4096
I0913 22:21:44.414938 80727 MPSCRingBuffer.h:34] entry_struct_size: 8192 entry_num: 4096
I0913 22:21:44.424134 80727 Coordinator.h:332] Coordinator 0 initializes CXL transport metadata (8 ringbuffers each with 4096 entries (each 8183 Bytes)
I0913 22:21:44.424389 80741 Coordinator.h:368] Listener 0 on coordinator 0 listening on 192.168.100.2:1234 tcp_no_delay 1 tcp_quick_ack 0
I0913 22:21:44.424459 80727 Coordinator.h:414] Coordinator 0 failed to connect 1(192.168.100.3:1234)'s listener 0, retry in 5 seconds.
I0913 22:21:49.424732 80741 Socket.h:69] Disabling nagle
I0913 22:21:49.424731 80727 Socket.h:69] Disabling nagle
I0913 22:21:49.424747 80741 Coordinator.h:383] Listener accepted connection from coordinator 1
I0913 22:21:49.424757 80727 Coordinator.h:423] Coordinator 0 connected to 1
I0913 22:21:49.424768 80741 Socket.h:69] Disabling nagle
I0913 22:21:49.424772 80741 Coordinator.h:383] Listener accepted connection from coordinator 5
I0913 22:21:49.424777 80741 Socket.h:69] Disabling nagle
I0913 22:21:49.424779 80741 Coordinator.h:383] Listener accepted connection from coordinator 2
I0913 22:21:49.424784 80741 Socket.h:69] Disabling nagle
I0913 22:21:49.424786 80741 Coordinator.h:383] Listener accepted connection from coordinator 6
I0913 22:21:49.424791 80741 Socket.h:69] Disabling nagle
I0913 22:21:49.424793 80741 Coordinator.h:383] Listener accepted connection from coordinator 4
I0913 22:21:49.424800 80741 Socket.h:69] Disabling nagle
I0913 22:21:49.424803 80741 Coordinator.h:383] Listener accepted connection from coordinator 7
I0913 22:21:49.424808 80741 Socket.h:69] Disabling nagle
I0913 22:21:49.424810 80741 Coordinator.h:383] Listener accepted connection from coordinator 3
I0913 22:21:49.424811 80741 Coordinator.h:386] Listener 0 on coordinator 0 exits.
I0913 22:21:49.424868 80727 Socket.h:69] Disabling nagle
I0913 22:21:49.424881 80727 Coordinator.h:423] Coordinator 0 connected to 2
I0913 22:21:49.424964 80727 Socket.h:69] Disabling nagle
I0913 22:21:49.424968 80727 Coordinator.h:423] Coordinator 0 connected to 3
I0913 22:21:49.425041 80727 Socket.h:69] Disabling nagle
I0913 22:21:49.425045 80727 Coordinator.h:423] Coordinator 0 connected to 4
I0913 22:21:49.425102 80727 Socket.h:69] Disabling nagle
I0913 22:21:49.425105 80727 Coordinator.h:423] Coordinator 0 connected to 5
I0913 22:21:49.425161 80727 Socket.h:69] Disabling nagle
I0913 22:21:49.425169 80727 Coordinator.h:423] Coordinator 0 connected to 6
I0913 22:21:49.425225 80727 Socket.h:69] Disabling nagle
I0913 22:21:49.425230 80727 Coordinator.h:423] Coordinator 0 connected to 7
I0913 22:21:49.425240 80727 Coordinator.h:435] Coordinator 0 connected to all peers.
I0913 22:21:49.425256 80727 Dispatcher.h:37] IncomingDispatcher 0 coord_id 0
I0913 22:21:49.425395 80727 Dispatcher.h:210] OutgoingDispatcher 0 coord_id 0
I0913 22:21:49.425436 80742 Dispatcher.h:56] Incoming Dispatcher started, numCoordinators = 8, numWorkers = 2, group id = 0, coordinator = 0
I0913 22:21:49.425469 80727 Coordinator.h:146] Coordinator starts to run 3 workers.
I0913 22:21:49.425496 80743 Dispatcher.h:222] Outgoing Dispatcher started, numCoordinators = 8, numWorkers = 3, group id = 0
I0913 22:21:49.425695 80744 Executor.h:74] Executor 0 starts.
I0913 22:21:49.425734 80744 CXLMemory.h:40] cxlalloc initialized for thread 1 (global ID = 1) on host 0
I0913 22:21:49.425812 80745 Executor.h:74] Executor 1 starts.
I0913 22:21:49.425843 80746 Manager.h:226] Manager(worker id = 2) on the coordinator node started.
I0913 22:21:49.425848 80745 CXLMemory.h:40] cxlalloc initialized for thread 2 (global ID = 2) on host 0
I0913 22:21:50.425900 80727 Coordinator.h:237] commit: 103770 abort: 5259 (488/4453/318), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 0, avg network size: 0, si_in_serializable: 0 0 %, local: 0 %, local_access: 0, local_cxl_access: 0 (-nan%), remote_access: 0, remote_access_with_req: 0 (-nan%), data_move_in: 0, n_data_move_out: 0
I0913 22:34:03.013839 81590 Coordinator.h:368] Listener 0 on coordinator 0 listening on 192.168.100.2:1234 tcp_no_delay 1 tcp_quick_ack 0
I0913 22:34:03.013916 81576 Socket.h:69] Disabling nagle
I0913 22:34:03.013921 81576 Coordinator.h:423] Coordinator 0 connected to 2
I0913 22:34:03.013999 81576 Socket.h:69] Disabling nagle
I0913 22:34:03.014003 81576 Coordinator.h:423] Coordinator 0 connected to 3
I0913 22:34:03.014075 81576 Socket.h:69] Disabling nagle
I0913 22:34:03.014078 81576 Coordinator.h:423] Coordinator 0 connected to 4
I0913 22:34:03.014142 81576 Socket.h:69] Disabling nagle
I0913 22:34:03.014145 81576 Coordinator.h:423] Coordinator 0 connected to 5
I0913 22:34:03.014210 81576 Socket.h:69] Disabling nagle
I0913 22:34:03.014212 81576 Coordinator.h:423] Coordinator 0 connected to 6
I0913 22:34:03.014269 81576 Socket.h:69] Disabling nagle
I0913 22:34:03.014272 81576 Coordinator.h:423] Coordinator 0 connected to 7
I0913 22:34:08.014094 81590 Socket.h:69] Disabling nagle
I0913 22:34:08.014107 81590 Coordinator.h:383] Listener accepted connection from coordinator 4
I0913 22:34:08.014119 81590 Socket.h:69] Disabling nagle
I0913 22:34:08.014122 81590 Coordinator.h:383] Listener accepted connection from coordinator 2
I0913 22:34:08.014127 81590 Socket.h:69] Disabling nagle
I0913 22:34:08.014128 81590 Coordinator.h:383] Listener accepted connection from coordinator 6
I0913 22:34:08.014253 81590 Socket.h:69] Disabling nagle
I0913 22:34:08.014259 81590 Coordinator.h:383] Listener accepted connection from coordinator 3
I0913 22:34:08.014268 81590 Socket.h:69] Disabling nagle
I0913 22:34:08.014271 81590 Coordinator.h:383] Listener accepted connection from coordinator 7
I0913 22:34:08.014283 81590 Socket.h:69] Disabling nagle
I0913 22:34:08.014285 81590 Coordinator.h:383] Listener accepted connection from coordinator 5
I0913 22:34:08.014290 81590 Socket.h:69] Disabling nagle
I0913 22:34:08.014293 81590 Coordinator.h:383] Listener accepted connection from coordinator 1
I0913 22:34:08.014294 81590 Coordinator.h:386] Listener 0 on coordinator 0 exits.
I0913 22:34:08.014425 81576 Coordinator.h:435] Coordinator 0 connected to all peers.
I0913 22:34:08.014456 81576 Dispatcher.h:37] IncomingDispatcher 0 coord_id 0
I0913 22:34:08.014597 81576 Dispatcher.h:210] OutgoingDispatcher 0 coord_id 0
I0913 22:34:08.014658 81591 Dispatcher.h:56] Incoming Dispatcher started, numCoordinators = 8, numWorkers = 2, group id = 0, coordinator = 0
I0913 22:34:08.014679 81576 Coordinator.h:146] Coordinator starts to run 3 workers.
I0913 22:34:08.014734 81592 Dispatcher.h:222] Outgoing Dispatcher started, numCoordinators = 8, numWorkers = 3, group id = 0
I0913 22:34:08.014791 81593 Executor.h:74] Executor 0 starts.
I0913 22:34:08.014829 81593 CXLMemory.h:40] cxlalloc initialized for thread 1 (global ID = 1) on host 0
I0913 22:34:08.014832 81594 Executor.h:74] Executor 1 starts.
I0913 22:34:08.014948 81594 CXLMemory.h:40] cxlalloc initialized for thread 2 (global ID = 2) on host 0
I0913 22:34:08.014851 81595 Manager.h:226] Manager(worker id = 2) on the coordinator node started.
I0913 22:34:09.014917 81576 Coordinator.h:237] commit: 7010 abort: 2358 (29/2181/148), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 5461726, avg network size: 779.134, si_in_serializable: 0 0 %, local: 5.13552 %, local_access: 0, local_cxl_access: 0 (-nan%), remote_access: 0, remote_access_with_req: 0 (-nan%), data_move_in: 0, n_data_move_out: 0
I0913 22:34:10.015252 81576 Coordinator.h:237] commit: 6924 abort: 2748 (39/2509/200), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 5342789, avg network size: 771.633, si_in_serializable: 0 0 %, local: 5.12709 %, local_access: 0, local_cxl_access: 0 (-nan%), remote_access: 0, remote_access_with_req: 0 (-nan%), data_move_in: 0, n_data_move_out: 0
I0913 22:34:11.015594 81576 Coordinator.h:237] commit: 7030 abort: 2601 (30/2422/149), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 5431186, avg network size: 772.573, si_in_serializable: 0 0 %, local: 4.97866 %, local_access: 0, local_cxl_access: 0 (-nan%), remote_access: 0, remote_access_with_req: 0 (-nan%), data_move_in: 0, n_data_move_out: 0
I0913 22:34:12.015877 81576 Coordinator.h:237] commit: 7019 abort: 2770 (31/2596/143), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 5462473, avg network size: 778.241, si_in_serializable: 0 0 %, local: 5.24291 %, local_access: 0, local_cxl_access: 0 (-nan%), remote_access: 0, remote_access_with_req: 0 (-nan%), data_move_in: 0, n_data_move_out: 0
I0913 22:34:13.016193 81576 Coordinator.h:237] commit: 7130 abort: 2413 (29/2238/146), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 5612668, avg network size: 787.19, si_in_serializable: 0 0 %, local: 5.24544 %, local_access: 0, local_cxl_access: 0 (-nan%), remote_access: 0, remote_access_with_req: 0 (-nan%), data_move_in: 0, n_data_move_out: 0
I0913 22:34:14.016489 81576 Coordinator.h:237] commit: 7083 abort: 2406 (33/2227/146), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 5543176, avg network size: 782.603, si_in_serializable: 0 0 %, local: 4.78611 %, local_access: 0, local_cxl_access: 0 (-nan%), remote_access: 0, remote_access_with_req: 0 (-nan%), data_move_in: 0, n_data_move_out: 0
I0913 22:34:15.016660 81576 Coordinator.h:237] commit: 6930 abort: 2496 (40/2297/159), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 5381331, avg network size: 776.527, si_in_serializable: 0 0 %, local: 4.93506 %, local_access: 0, local_cxl_access: 0 (-nan%), remote_access: 0, remote_access_with_req: 0 (-nan%), data_move_in: 0, n_data_move_out: 0
I0913 22:34:16.016834 81576 Coordinator.h:237] commit: 7184 abort: 2443 (36/2200/207), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 5654242, avg network size: 787.06, si_in_serializable: 0 0 %, local: 4.89978 %, local_access: 0, local_cxl_access: 0 (-nan%), remote_access: 0, remote_access_with_req: 0 (-nan%), data_move_in: 0, n_data_move_out: 0
I0913 22:34:17.017014 81576 Coordinator.h:237] commit: 6904 abort: 2463 (33/2259/171), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 5310796, avg network size: 769.235, si_in_serializable: 0 0 %, local: 5.1854 %, local_access: 0, local_cxl_access: 0 (-nan%), remote_access: 0, remote_access_with_req: 0 (-nan%), data_move_in: 0, n_data_move_out: 0
I0913 22:34:18.017190 81576 Coordinator.h:237] commit: 6773 abort: 2538 (39/2340/159), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 5294649, avg network size: 781.729, si_in_serializable: 0 0 %, local: 4.69511 %, local_access: 0, local_cxl_access: 0 (-nan%), remote_access: 0, remote_access_with_req: 0 (-nan%), data_move_in: 0, n_data_move_out: 0
I0913 22:34:19.017370 81576 Coordinator.h:237] commit: 6832 abort: 2688 (31/2518/139), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 5301745, avg network size: 776.017, si_in_serializable: 0 0 %, local: 5.0644 %, local_access: 0, local_cxl_access: 0 (-nan%), remote_access: 0, remote_access_with_req: 0 (-nan%), data_move_in: 0, n_data_move_out: 0
I0913 22:34:20.017570 81576 Coordinator.h:237] commit: 6695 abort: 2705 (32/2527/146), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 5207106, avg network size: 777.76, si_in_serializable: 0 0 %, local: 5.00373 %, local_access: 0, local_cxl_access: 0 (-nan%), remote_access: 0, remote_access_with_req: 0 (-nan%), data_move_in: 0, n_data_move_out: 0
I0913 22:34:21.017742 81576 Coordinator.h:237] commit: 7007 abort: 2543 (40/2351/152), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 5478246, avg network size: 781.825, si_in_serializable: 0 0 %, local: 5.45169 %, local_access: 0, local_cxl_access: 0 (-nan%), remote_access: 0, remote_access_with_req: 0 (-nan%), data_move_in: 0, n_data_move_out: 0
I0913 22:34:22.017910 81576 Coordinator.h:237] commit: 7028 abort: 2566 (34/2402/130), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 5504100, avg network size: 783.167, si_in_serializable: 0 0 %, local: 5.20774 %, local_access: 0, local_cxl_access: 0 (-nan%), remote_access: 0, remote_access_with_req: 0 (-nan%), data_move_in: 0, n_data_move_out: 0
I0913 22:34:23.018234 81576 Coordinator.h:237] commit: 6947 abort: 2353 (31/2185/137), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 5421615, avg network size: 780.425, si_in_serializable: 0 0 %, local: 4.95178 %, local_access: 0, local_cxl_access: 0 (-nan%), remote_access: 0, remote_access_with_req: 0 (-nan%), data_move_in: 0, n_data_move_out: 0
I0913 22:34:24.018575 81576 Coordinator.h:237] commit: 7206 abort: 2387 (24/2227/136), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 5556945, avg network size: 771.155, si_in_serializable: 0 0 %, local: 5.19012 %, local_access: 0, local_cxl_access: 0 (-nan%), remote_access: 0, remote_access_with_req: 0 (-nan%), data_move_in: 0, n_data_move_out: 0
I0913 22:34:25.018770 81576 Coordinator.h:237] commit: 6831 abort: 2717 (35/2512/170), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 5323178, avg network size: 779.268, si_in_serializable: 0 0 %, local: 5.22617 %, local_access: 0, local_cxl_access: 0 (-nan%), remote_access: 0, remote_access_with_req: 0 (-nan%), data_move_in: 0, n_data_move_out: 0
I0913 22:34:26.018951 81576 Coordinator.h:237] commit: 6950 abort: 2717 (36/2541/140), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 5379787, avg network size: 774.07, si_in_serializable: 0 0 %, local: 4.90647 %, local_access: 0, local_cxl_access: 0 (-nan%), remote_access: 0, remote_access_with_req: 0 (-nan%), data_move_in: 0, n_data_move_out: 0
I0913 22:34:27.019119 81576 Coordinator.h:237] commit: 7075 abort: 2440 (25/2288/127), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 5538333, avg network size: 782.803, si_in_serializable: 0 0 %, local: 5.41343 %, local_access: 0, local_cxl_access: 0 (-nan%), remote_access: 0, remote_access_with_req: 0 (-nan%), data_move_in: 0, n_data_move_out: 0
I0913 22:34:28.019292 81576 Coordinator.h:237] commit: 7074 abort: 2474 (39/2305/130), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 5468953, avg network size: 773.106, si_in_serializable: 0 0 %, local: 4.9901 %, local_access: 0, local_cxl_access: 0 (-nan%), remote_access: 0, remote_access_with_req: 0 (-nan%), data_move_in: 0, n_data_move_out: 0
I0913 22:34:29.019618 81576 Coordinator.h:237] commit: 6993 abort: 2520 (20/2347/153), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 5405910, avg network size: 773.046, si_in_serializable: 0 0 %, local: 5.29101 %, local_access: 0, local_cxl_access: 0 (-nan%), remote_access: 0, remote_access_with_req: 0 (-nan%), data_move_in: 0, n_data_move_out: 0
I0913 22:34:30.019942 81576 Coordinator.h:237] commit: 7444 abort: 2609 (32/2441/136), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 5747396, avg network size: 772.084, si_in_serializable: 0 0 %, local: 5.30629 %, local_access: 0, local_cxl_access: 0 (-nan%), remote_access: 0, remote_access_with_req: 0 (-nan%), data_move_in: 0, n_data_move_out: 0
I0913 22:34:31.020128 81576 Coordinator.h:237] commit: 7012 abort: 2541 (22/2377/142), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 5431805, avg network size: 774.644, si_in_serializable: 0 0 %, local: 4.90588 %, local_access: 0, local_cxl_access: 0 (-nan%), remote_access: 0, remote_access_with_req: 0 (-nan%), data_move_in: 0, n_data_move_out: 0
I0913 22:34:32.020308 81576 Coordinator.h:237] commit: 6832 abort: 2443 (29/2254/160), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 5324970, avg network size: 779.416, si_in_serializable: 0 0 %, local: 5.19614 %, local_access: 0, local_cxl_access: 0 (-nan%), remote_access: 0, remote_access_with_req: 0 (-nan%), data_move_in: 0, n_data_move_out: 0
I0913 22:34:33.020509 81576 Coordinator.h:237] commit: 7031 abort: 2431 (38/2252/141), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 5441922, avg network size: 773.99, si_in_serializable: 0 0 %, local: 4.67928 %, local_access: 0, local_cxl_access: 0 (-nan%), remote_access: 0, remote_access_with_req: 0 (-nan%), data_move_in: 0, n_data_move_out: 0
I0913 22:34:34.020682 81576 Coordinator.h:237] commit: 7320 abort: 2406 (41/2207/158), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 5671041, avg network size: 774.732, si_in_serializable: 0 0 %, local: 5.04098 %, local_access: 0, local_cxl_access: 0 (-nan%), remote_access: 0, remote_access_with_req: 0 (-nan%), data_move_in: 0, n_data_move_out: 0
I0913 22:34:35.020857 81576 Coordinator.h:237] commit: 6996 abort: 2684 (22/2523/139), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 5476515, avg network size: 782.807, si_in_serializable: 0 0 %, local: 5.07433 %, local_access: 0, local_cxl_access: 0 (-nan%), remote_access: 0, remote_access_with_req: 0 (-nan%), data_move_in: 0, n_data_move_out: 0
I0913 22:34:36.021026 81576 Coordinator.h:237] commit: 7046 abort: 2875 (36/2701/138), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 5459314, avg network size: 774.81, si_in_serializable: 0 0 %, local: 5.20863 %, local_access: 0, local_cxl_access: 0 (-nan%), remote_access: 0, remote_access_with_req: 0 (-nan%), data_move_in: 0, n_data_move_out: 0
I0913 22:34:37.021203 81576 Coordinator.h:237] commit: 7202 abort: 2586 (28/2422/136), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 5541114, avg network size: 769.385, si_in_serializable: 0 0 %, local: 5.15135 %, local_access: 0, local_cxl_access: 0 (-nan%), remote_access: 0, remote_access_with_req: 0 (-nan%), data_move_in: 0, n_data_move_out: 0
I0913 22:34:38.021384 81576 Coordinator.h:237] commit: 6959 abort: 2495 (39/2330/126), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 5412980, avg network size: 777.839, si_in_serializable: 0 0 %, local: 5.2019 %, local_access: 0, local_cxl_access: 0 (-nan%), remote_access: 0, remote_access_with_req: 0 (-nan%), data_move_in: 0, n_data_move_out: 0
I0913 22:34:39.021561 81576 Coordinator.h:237] commit: 7129 abort: 2417 (28/2265/124), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 5531593, avg network size: 775.928, si_in_serializable: 0 0 %, local: 5.3584 %, local_access: 0, local_cxl_access: 0 (-nan%), remote_access: 0, remote_access_with_req: 0 (-nan%), data_move_in: 0, n_data_move_out: 0
I0913 22:34:40.021737 81576 Coordinator.h:237] commit: 7187 abort: 2466 (31/2294/141), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 5531892, avg network size: 769.708, si_in_serializable: 0 0 %, local: 5.09253 %, local_access: 0, local_cxl_access: 0 (-nan%), remote_access: 0, remote_access_with_req: 0 (-nan%), data_move_in: 0, n_data_move_out: 0
I0913 22:34:41.021908 81576 Coordinator.h:237] commit: 6792 abort: 2386 (36/2214/136), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 5339142, avg network size: 786.093, si_in_serializable: 0 0 %, local: 5.21201 %, local_access: 0, local_cxl_access: 0 (-nan%), remote_access: 0, remote_access_with_req: 0 (-nan%), data_move_in: 0, n_data_move_out: 0
I0913 22:34:42.022080 81576 Coordinator.h:237] commit: 6881 abort: 2507 (43/2289/175), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 5404728, avg network size: 785.457, si_in_serializable: 0 0 %, local: 4.57782 %, local_access: 0, local_cxl_access: 0 (-nan%), remote_access: 0, remote_access_with_req: 0 (-nan%), data_move_in: 0, n_data_move_out: 0
I0913 22:34:43.022270 81576 Coordinator.h:237] commit: 7320 abort: 2384 (41/2180/163), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 5639886, avg network size: 770.476, si_in_serializable: 0 0 %, local: 5.32787 %, local_access: 0, local_cxl_access: 0 (-nan%), remote_access: 0, remote_access_with_req: 0 (-nan%), data_move_in: 0, n_data_move_out: 0
I0913 22:34:44.022500 81576 Coordinator.h:237] commit: 6980 abort: 2219 (23/2061/135), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 5384567, avg network size: 771.428, si_in_serializable: 0 0 %, local: 4.62751 %, local_access: 0, local_cxl_access: 0 (-nan%), remote_access: 0, remote_access_with_req: 0 (-nan%), data_move_in: 0, n_data_move_out: 0
I0913 22:34:45.022675 81576 Coordinator.h:237] commit: 7225 abort: 2597 (34/2413/150), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 5611032, avg network size: 776.613, si_in_serializable: 0 0 %, local: 5.45329 %, local_access: 0, local_cxl_access: 0 (-nan%), remote_access: 0, remote_access_with_req: 0 (-nan%), data_move_in: 0, n_data_move_out: 0
